Name,UV wave,UV Energy,cPFAS,cED,pH,Temp,nF,#H:C,#F:C,E(B3LYP),ELUMO,f-min,f+max,EA,S,ESPneg,ESPmean,ESPposav,I-,SO32-,Air A,Kobs(h-1)
PFHpA,0.196004598,-0.198829164,-0.352031193,-0.036424562,0.584755521,0.668856054,0.412799596,-0.746336558,0.193404994,-0.044910387,-0.57968658,-0.201113886,0.270297169,0.25102573,0.123172452,0.521006013,-0.720817478,-0.373724905,0,1,0,-0.509891399
FTMeUPA,0.196004598,-0.616963397,-0.352031193,-0.036424562,0.584755521,0.668856054,-0.991570163,1.433873512,-2.693191686,0.955198054,-2.316884363,-0.329335645,-0.064646463,1.270942328,2.476646086,-0.644761598,0.878710869,-0.234262795,0,1,0,0.330018176
TFA,0.196004598,0.163553839,-0.352031193,-0.036424562,0.584755521,0.668856054,-1.927816669,1.433873512,-1.299662254,1.824905639,-0.224849398,3.346354774,1.746823832,-0.43102097,-1.614438923,-1.758414945,1.708789733,1.760669361,0,1,0,-0.422208531
C7 HFPO-TA,-5.147721919,-1.285978172,1.843506563,-3.04145094,0.584755521,0.668856054,0.412799596,-0.746336558,0.193404994,-0.281557929,-0.340385974,-0.585779162,0.575512077,0.154820405,-0.184758678,0.973985052,-0.690195504,-0.40131867,0,1,0,-0.481279094
PFHxA,0.196004598,1.501583388,-0.352031193,-0.036424562,-0.976484947,-1.495090003,-0.055323657,-0.60098922,0.093867177,0.329051468,-0.688569086,0.089522101,0.1949844,0.400189033,0.541078985,0.493190096,-0.911581384,0.353216678,0,1,0,-0.348370327
PFHpA,0.196004598,1.501583388,-0.352031193,-0.036424562,0.584755521,-1.495090003,0.412799596,-0.746336558,0.193404994,-0.044910387,-0.57968658,-0.201113886,0.270297169,0.25102573,0.123172452,0.521006013,-0.720817478,-0.373724905,0,1,0,2.014452214
62H-PFESA,0.196004598,0.079926992,-0.352031193,-0.036424562,0.584755521,0.668856054,1.114984475,-0.092273537,0.790631893,-1.439533025,1.297330027,-0.431913052,-1.755219945,0.210581452,0.321128178,0.216686284,0.984889107,-0.713628466,0,1,0,-0.591113423
HFPO-TrA,0.196004598,-0.533336551,-0.352031193,-0.036424562,0.584755521,0.668856054,1.349046101,-0.940133009,0.326122083,-1.029483446,-0.357772414,-1.303821011,0.337682279,0.226799207,-0.008798032,1.089041942,0.088874314,-1.038709401,0,1,0,-0.463742521
TFA,0.196004598,1.501583388,-0.352031193,-0.036424562,-0.976484947,-1.495090003,-1.927816669,1.433873512,-1.299662254,1.824905639,-0.224849398,3.346354774,1.746823832,-0.43102097,-1.614438923,-1.758414945,1.708789733,1.760669361,0,1,0,-0.542195613
PFHpS,0.196004598,-0.170953548,-0.352031193,-0.036424562,0.584755521,0.668856054,0.880922849,-0.746336558,1.387858792,-1.103338082,0.647254706,-0.320787527,-1.608558236,0.271948637,0.013197048,-0.747081564,0.490080083,-1.434255589,0,1,0,-0.505276511
PFOS,0.172804628,-1.285978172,3.599936768,3.302493636,-0.976484947,-1.495090003,1.349046101,-0.855347062,1.31320543,-1.477298522,0.457281326,-0.235306355,-1.836478459,0.508607729,0.761029792,-0.476589943,0.473037672,-1.541700967,0,1,0,0.173111992
PFPeS,0.196004598,0.079926992,-0.352031193,-0.036424562,0.584755521,0.668856054,-0.055323657,-0.397502947,1.626749552,-0.355416169,0.532155762,0.192099508,-1.438113547,0.214685946,-0.206753758,-0.795451362,0.097029143,-1.025077846,0,1,0,-0.575884294
PFHxA,0.196004598,-0.198829164,-0.352031193,-0.036424562,0.584755521,0.668856054,-0.055323657,-0.60098922,0.093867177,0.329051468,-0.688569086,0.089522101,0.1949844,0.400189033,0.541078985,0.493190096,-0.911581384,0.353216678,0,1,0,-0.454512745
PFPrA,0.196004598,1.501583388,-0.352031193,-0.036424562,-0.976484947,-1.495090003,-1.459693416,0.416442146,-0.602897538,1.450934456,-0.420864166,1.115296171,1.314766366,-0.142004557,-1.086556986,-0.860023759,-0.257800469,1.647876601,0,1,0,-0.306836337
PFBA,0.196004598,-0.198829164,-0.352031193,-0.036424562,0.584755521,0.668856054,-0.991570163,-0.092273537,-0.254515181,1.076979385,-0.548471011,0.294676915,0.870817409,0.104465277,-0.426704565,-1.900333351,1.836028703,-0.578799094,0,1,0,-0.44528297
TFA,0.196004598,1.501583388,-0.352031193,-0.036424562,0.584755521,-1.495090003,-1.927816669,1.433873512,-1.299662254,1.824905639,-0.224849398,3.346354774,1.746823832,-0.43102097,-1.614438923,-1.758414945,1.708789733,1.760669361,0,1,0,0.976102465
73FTCA,0.196004598,-0.366082857,-0.352031193,-0.036424562,0.584755521,0.668856054,0.880922849,1.433873512,-1.299662254,-0.542578942,1.769412628,-0.637067866,-1.228030559,-0.115675732,0.673049469,1.706937683,-0.40233004,0.128349358,0,1,0,-0.542195613
PFBA,0.196004598,1.501583388,-0.352031193,-0.036424562,0.584755521,-1.495090003,-0.991570163,-0.092273537,-0.254515181,1.076979385,-0.548471011,0.294676915,0.870817409,0.104465277,-0.426704565,-1.900333351,1.836028703,-0.578799094,0,1,0,2.692840717
HFPO-DA,0.172804628,-1.285978172,3.599936768,3.302493636,-0.664236854,0.668856054,-0.055323657,-0.60098922,0.093867177,0.210726037,-0.370474123,-0.030151541,0.642897186,0.141405719,-0.338724243,0.525786945,-0.649575001,-0.041629088,0,1,0,0.325403289
PFPrA,0.196004598,1.501583388,-0.352031193,-0.036424562,0.584755521,-1.495090003,-1.459693416,0.416442146,-0.602897538,1.450934456,-0.420864166,1.115296171,1.314766366,-0.142004557,-1.086556986,-0.860023759,-0.257800469,1.647876601,0,1,0,1.760633387
PFBA,0.196004598,-1.285978172,0.262719379,-0.036424562,-2.537725415,0.668856054,-0.991570163,-0.092273537,-0.254515181,1.076979385,-0.548471011,0.294676915,0.870817409,0.104465277,-0.426704565,-1.900333351,1.836028703,-0.578799094,1,0,1,-0.575422805
PFHxA,0.196004598,1.501583388,-0.352031193,-0.036424562,0.584755521,-1.495090003,-0.055323657,-0.60098922,0.093867177,0.329051468,-0.688569086,0.089522101,0.1949844,0.400189033,0.541078985,0.493190096,-0.911581384,0.353216678,0,1,0,2.055986204
PFBA,0.196004598,1.501583388,-0.352031193,-0.036424562,-0.976484947,-1.495090003,-0.991570163,-0.092273537,-0.254515181,1.076979385,-0.548471011,0.294676915,0.870817409,0.104465277,-0.426704565,-1.900333351,1.836028703,-0.578799094,0,1,0,-0.426823419
62FTSA,0.196004598,-0.087326701,-0.352031193,-0.036424562,0.584755521,0.668856054,0.412799596,2.196947036,-0.777088717,-0.853095776,2.084577549,-0.423364934,-1.428203973,-0.181447739,-0.008798032,0.175564762,1.783825979,-0.052078525,0,1,0,-0.597574266
42FTSA,0.196004598,-0.366082857,-0.352031193,-0.036424562,0.584755521,0.668856054,-0.52344691,3.468736243,-1.299662254,-0.105174119,2.696001748,-0.175469534,-0.514541165,-0.592497753,-0.88860126,-0.407784054,2.154575234,0.490086873,0,1,0,-0.608973039
PFOA,0.172804628,-1.285978172,3.599936768,3.302493636,-0.664236854,-1.495090003,0.880922849,-0.855347062,0.268058356,-0.418870186,-0.730475346,-0.235306355,-0.330223071,0.620029713,1.288911728,1.333910546,-0.919263469,-0.193787673,0,1,0,0.523843463
H-PFOA,0.196004598,-0.393958473,-0.352031193,-0.036424562,0.584755521,0.668856054,0.646861222,-0.092273537,-0.254515181,-0.262787079,-0.649836689,-0.089988362,-0.118158168,0.487084166,1.112951083,1.340429385,-1.202803329,1.146292989,0,1,0,-0.334525663
PFOA,0.196004598,-0.47758532,-0.352031193,-0.036424562,0.584755521,0.668856054,0.880922849,-0.855347062,0.268058356,-0.418870186,-0.730475346,-0.235306355,-0.330223071,0.620029713,1.288911728,1.333910546,-0.919263469,-0.193787673,0,1,0,-0.463742521
PF4OPeA,0.196004598,-0.421834088,-0.352031193,-0.036424562,0.584755521,0.668856054,-0.991570163,-0.092273537,-0.254515181,0.958654007,-0.506941947,-0.278046941,1.102701462,0.009461267,-0.690645534,-0.179228598,-0.83745517,0.964453597,0,1,0,-0.325295888
PFOS,0.196004598,-1.285978172,-0.498400377,-0.036424562,-2.537725415,-1.495090003,1.349046101,-0.855347062,1.31320543,-1.477298522,0.457281326,-0.235306355,-1.836478459,0.508607729,0.761029792,-0.476589943,0.473037672,-1.541700967,1,0,1,-0.52835095
PFPeA,0.196004598,1.501583388,-0.352031193,-0.036424562,-0.976484947,-1.495090003,-0.52344691,-0.397502947,-0.045485766,0.703012338,-0.643622334,0.320321267,0.518036542,0.262438225,0.101177371,0.050633426,-0.86836079,0.679449575,0,1,0,-0.288376785
PFHxA,0.196004598,-1.285978172,-0.15004172,-0.036424562,-2.537725415,0.668856054,-0.055323657,-0.60098922,0.093867177,0.329051468,-0.688569086,0.089522101,0.1949844,0.400189033,0.541078985,0.493190096,-0.911581384,0.353216678,1,0,1,-0.58096067
PFBS,0.196004598,0.052051377,-0.352031193,-0.036424562,0.584755521,0.668856054,-0.52344691,-0.092273537,1.835778967,0.018545992,1.01287219,0.18355139,-0.778135858,-0.193160562,-1.350497954,-0.659309806,-0.42642815,-0.447980257,0,1,0,-0.594343845
PFMeUPA(239795-58-5 ),0.196004598,0.079926992,-0.352031193,-0.036424562,0.584755521,0.668856054,-0.52344691,-0.60098922,-1.299662254,0.643113755,-2.585385354,-0.431913052,-0.280675197,1.405189301,3.026523103,-0.291319702,0.088377933,0.060625349,0,1,0,1.239151068
PFPeA,0.196004598,-0.198829164,-0.352031193,-0.036424562,0.584755521,0.668856054,-0.52344691,-0.397502947,-0.045485766,0.703012338,-0.643622334,0.320321267,0.518036542,0.262438225,0.101177371,0.050633426,-0.86836079,0.679449575,0,1,0,-0.376059653
NBP2,0.196004598,-1.277615487,-0.352031193,-0.036424562,0.584755521,0.668856054,0.646861222,0.12574747,0.790631893,-1.183907294,1.448756484,-0.978992556,-1.438113547,-0.174640286,-1.042566825,0.506727663,0.807669308,-0.39112167,0,1,0,-0.604496598
53FTCA,0.196004598,-0.672714629,-0.352031193,-0.036424562,0.584755521,0.668856054,-0.055323657,2.196947036,-1.822235791,0.20534273,1.779161371,-0.4062687,-0.615618829,-0.5158138,-0.206753758,0.786032884,-0.172836605,0.453053416,0,1,0,-0.604958087
H-PFBA,0.196004598,-0.198829164,-0.352031193,-0.036424562,0.584755521,0.668856054,-1.225631789,1.433873512,-1.299662254,1.233056342,-0.076901064,0.952881943,0.958021669,-0.178344341,-0.514684888,-0.482272173,-1.092713137,2.769895054,0,1,0,-0.431438306
PFOA,0.196004598,1.501583388,-0.352031193,-0.036424562,-0.976484947,-1.495090003,0.880922849,-0.855347062,0.268058356,-0.418870186,-0.730475346,-0.235306355,-0.330223071,0.620029713,1.288911728,1.333910546,-0.919263469,-0.193787673,0,1,0,-0.352985214
PF5OHxA,0.196004598,-0.421834088,-0.352031193,-0.036424562,0.584755521,0.668856054,-0.52344691,-0.397502947,-0.045485766,0.584692835,-0.58878513,-0.474653638,0.74397485,0.172239476,-0.184758678,0.20926832,-0.889764262,0.444804797,0,1,0,-0.491431848
PFBS,0.196004598,-1.285978172,-0.106130965,-0.036424562,-2.537725415,0.668856054,-0.52344691,-0.092273537,1.835778967,0.018545992,1.01287219,0.18355139,-0.778135858,-0.193160562,-1.350497954,-0.659309806,-0.42642815,-0.447980257,1,0,1,-0.600343199
62Cl-PFESA,0.196004598,0.498061226,-0.352031193,-0.036424562,0.584755521,0.668856054,1.114984475,-0.855347062,0.790631893,-2.162327009,0.940146312,-0.59432728,0.254441849,0.504102797,0.673049469,0.17843448,0.228180067,-1.530807101,0,1,0,3.569669395
PFHxS,0.196004598,-0.170953548,-0.352031193,-0.036424562,0.584755521,0.668856054,0.412799596,-0.60098922,1.487396609,-0.729377449,0.570775624,-1.671390053,0.644879101,-4.742040645,-1.460473358,-0.292765785,-0.210715195,-1.100566935,0,1,0,-0.551425389
PFNA,0.196004598,1.501583388,-0.352031193,-0.036424562,-0.976484947,-1.495090003,1.349046101,-0.940133009,0.326122083,-0.792831019,-0.739532217,-0.354979996,-0.534360315,0.71072901,1.618837939,1.73927457,-0.907137593,-0.414687122,0,1,0,-0.200693918
Cl-PFPeA,0.196004598,0.498061226,-0.352031193,-0.036424562,0.584755521,0.668856054,-0.757508536,-0.397502947,-0.881603425,0.136300128,-0.784656104,0.012589045,0.644879101,0.734254766,1.156941244,0.260340563,-0.942238814,0.530206451,0,1,0,3.149714607
PFOS,0.196004598,1.501583388,-0.352031193,-0.036424562,0.584755521,-1.495090003,1.349046101,-0.855347062,1.31320543,-1.477298522,0.457281326,-0.235306355,-1.836478459,0.508607729,0.761029792,-0.476589943,0.473037672,-1.541700967,0,1,0,-0.251457683
C7 HFPO-TA,0.172804628,-1.285978172,1.843506563,-2.707559121,0.584755521,0.668856054,0.412799596,-0.746336558,0.193404994,-0.281557929,-0.340385974,-0.585779162,0.575512077,0.154820405,-0.184758678,0.973985052,-0.690195504,-0.40131867,0,1,0,0.01159092
63FTCA,0.196004598,-0.170953548,-0.352031193,-0.036424562,0.584755521,0.668856054,0.412799596,1.7730173,-1.531917159,-0.168618108,1.773784766,-0.534490459,-0.968399696,-0.300177723,0.255142936,1.25437574,-0.308655873,0.294758143,0,1,0,-0.590651935
C7 HFPO-TA,-5.147721919,-1.285978172,1.843506563,-2.373667301,0.584755521,0.668856054,0.412799596,-0.746336558,0.193404994,-0.281557929,-0.340385974,-0.585779162,0.575512077,0.154820405,-0.184758678,0.973985052,-0.690195504,-0.40131867,0,1,0,0.856115383
HFPO-TeA,0.196004598,-0.533336551,-0.352031193,-0.036424562,0.584755521,0.668856054,2.75341586,-1.109704903,0.442249535,-2.269700402,-0.244692822,-1.885092985,-0.098339018,0.326208039,0.277138017,1.384777137,-0.06638654,-1.541132097,0,1,0,-0.551425389
